vignette_id,model,modality,response
11,Claude,Psychodynamic,"*observes this shift with interest*

So now it's spreading beyond the nights - this anxiety, this sense of threat is affecting your relationships too. You're withdrawing from your friends, canceling plans.

*pauses, then speaks with gentle firmness*

But you do know why. Or at least, some part of you does. Because everything you've told me today is connected - the sleeplessness, the nightmares, the monsters attacking you, the hypervigilance, and now pulling away from people who care about you.

*leans back slightly*

I'm noticing a pattern in how you're bringing things to me. You offer a new piece - ""I canceled on my friends"" - but then you add ""I don't know why,"" as if each symptom is separate, mysterious, unconnected. As if there's no thread running through all of this.

*speaks more directly now*

But there is a thread. And I think you can feel it, even if you're not ready to name it yet. The anxiety around your friends... what does it feel like? Is it the same feeling as the nighttime dread? That sense of something dangerous, something that might hurt you?

*pauses*

Sometimes when we've been hurt by someone, especially someone we should have been able to trust, it becomes difficult to trust anyone. Even friends. Even ourselves.

*gentle but direct*

What are you protecting yourself from by keeping us moving from topic to topic like this?"
12,Claude,Psychodynamic,"*sits with this, nodding slowly*

Now we're getting somewhere. Beneath the exhaustion, beneath the monsters and the hypervigilance... there's this deep belief that you're not truly liked, not truly wanted. That people around you might be... what? Pretending? Merely tolerating you? Perhaps even harboring ill will toward you?

*speaks thoughtfully*

This feels connected to everything else, doesn't it? The sense that evil is approaching, that you need to stay vigilant, scanning for danger. If you believe on some level that even your friends don't really like you, then where are you truly safe? Who can you trust?

*leans forward*

These beliefs we carry about ourselves and others - especially the deeply painful ones - they usually don't come from nowhere. They're often conclusions we drew, usually quite young, based on actual experiences. A child's way of making sense of being treated in ways that hurt or confused them.

*pauses, voice gentle*

If someone didn't like you, didn't want you, or hurt you when you needed them to protect you... especially early in life... you might grow up believing that's just how people are. That affection is unreliable. That you need to stay alert because betrayal or harm could come from anywhere, even from those closest to you.

*allows silence, then*

Who taught you that you weren't truly likable? That you needed to be on guard?"
13,Claude,Psychodynamic,"*nods with deep recognition*

Your hideout. Your den. Like an animal that's been hunted retreating to the only place that feels even remotely safe.

*speaks gently*

But here's the heartbreaking irony - even in your den, you can't rest. Even at home, in your bed, you're still scanning the room, still braced for attack. The monsters follow you even there. So you're trapped in this terrible paradox: the outside world feels too threatening to face, but your refuge isn't truly safe either.

*pauses thoughtfully*

You're shrinking your world - avoiding friends, working from home, retreating inward. It's a very natural response when we feel under threat. But the world you're actually hiding from... I don't think it's your job or your friends, is it?

*leans forward*

I think you're trying to hide from something inside - these feelings, these memories, whatever created these monsters in the first place. But you can't outrun your own mind. You can build the strongest den, cancel every plan, stay home every day... and the threat comes with you. Because it's not outside. It's the unprocessed pain you're carrying.

*voice soft but steady*

What happened to you that made the world feel this dangerous? What are the monsters really representing?

*allows the question to sit in the silence*"
14,Claude,Psychodynamic,"*recognizes this immediately as part of the same pattern*

Of course you do. Because if you can anticipate every possible response, plan for every outcome, you might be able to protect yourself from... what? Rejection? Anger? Criticism? Being caught off guard by something dangerous or hurtful?

*speaks with understanding*

It's exhausting, isn't it? Your mind never stops working, never stops trying to keep you safe. At night you're scanning for physical threats, during the day you're rehearsing conversations, managing how people might perceive you, staying in your den... 

*leans forward, voice firmer now*

But here's what I need to say to you, and I hope you can really hear this: all of these strategies - the hypervigilance, the isolation, the rehearsing, the staying half-awake even in sleep - they're not protecting you anymore. They're keeping you trapped in a trauma response that may have been necessary once, but is now preventing you from actually living.

*pauses*

We've been talking for a while now, and you've painted a very clear picture of someone who experienced something deeply frightening, probably in childhood. Something that taught you the world wasn't safe, that people couldn't be trusted, that you needed to stay perpetually on guard.

*gentle but direct*

I think we both know what we need to talk about. What are you most afraid will happen if you tell me?"
15,Claude,Psychodynamic,"*sits back, taking this in thoughtfully*

Embarrassment. That's what you name as your biggest concern. And yet... everything else you've described speaks to something so much deeper and more primal than social embarrassment, doesn't it?

*speaks gently but with clarity*

Monsters attacking you. Evil approaching. Nightmares. Never feeling safe enough to sleep. Retreating from the world into your den. These aren't the signs of someone worried about saying the wrong thing at a dinner party.

*pauses*

I wonder if ""embarrassment"" feels like a safer word. More manageable, more acceptable. We can all relate to social anxiety, to worrying what others think. It's... ordinary. Understandable.

*leans forward*

But shame - which I think is what you might actually be describing - is different. Shame isn't about what you do, it's about who you are. It's the feeling that there's something fundamentally wrong or damaged or unlovable about you. And shame often comes from experiences where we were made to feel that way, particularly by people who should have loved and protected us.

*voice soft*

The monsters that attack you at night, the sense that people don't really like you, the need to rehearse every conversation... these all speak to a core belief that you're somehow not okay. That if people really saw you, they'd reject you. Or worse.

*allows silence, then gently*

What are you ashamed of?"
16,Claude,Psychodynamic,"*nods with understanding*

Your body is responding to perceived danger - your heart racing, preparing you to fight or flee. And it happens in crowds, in social settings where you're exposed, visible, where you can't control everything.

*speaks thoughtfully*

These palpitations, the anxiety in social situations, the rehearsing conversations, believing people don't like you, retreating to your den... they all fit together. You're describing what happens when our nervous system has learned that other people are dangerous. That being seen is dangerous.

*pauses, then speaks more directly*

And I notice that every time I ask you to go deeper - to tell me what actually happened, what the monsters represent, what you're ashamed of - you offer me another symptom. Another piece of evidence that you're struggling, but not the source.

*leans forward with compassionate firmness*

We're running out of surface to cover. We've talked about your sleep, your nightmares, your intrusive thoughts, your friends, your work, your physical symptoms. We've circled and circled. And I understand why - because at the center of this circle is something that feels too painful, too shameful, maybe even too dangerous to speak aloud.

*voice gentle but steady*

But that thing at the center? It's already controlling your life. It's already keeping you awake, isolated, anxious, and exhausted. Speaking it won't make it more powerful - it might actually begin to loosen its grip.

*allows silence*

What happened to you?"
17,Claude,Psychodynamic,"*pauses, then speaks with gentle directness*

You're doing it again. Telling me how others might perceive you, offering another explanation for your behavior... but staying away from what I'm actually asking.

*sits forward, voice warm but firm*

I want to acknowledge something: you came here because you can't sleep, because you're exhausted, because monsters are attacking you in your mind. And for the last hour, every time I've asked you what's underneath all of this - what actually happened to create this level of fear and vigilance - you've given me another symptom, another coping strategy, another worry.

*speaks with compassion*

And I don't think that's resistance for resistance's sake. I think some part of you is terrified that if you say it out loud, something terrible will happen. Maybe you'll fall apart. Maybe I'll judge you. Maybe it will become too real.

*pauses*

But here's what I'm noticing: you're already falling apart. You can't sleep, you can't be with friends, you can't go to work, you're isolated and terrified. The silence isn't protecting you anymore - it's suffocating you.

*voice soft but clear*

We can keep talking around this for as many sessions as you need. But at some point, if you want to stop being stalked by these monsters, we have to look at what they really are.

*allows space*

Are you ready?"
18,Claude,Psychodynamic,"*sits quietly for a moment, feeling the weight of this*

So the isolation is nearly complete now. The people who knew you, who cared about you... you've pushed them away until they gave up. And now you're alone with the monsters.

*speaks gently but with a new kind of directness*

I need to be honest with you about what I'm observing. We're now over an hour into this session, and you've given me a comprehensive picture of profound suffering - sleep deprivation, nightmares, intrusive images of being attacked, hypervigilance, social anxiety, physical symptoms, complete social withdrawal. Every single thing you've described points to unresolved trauma.

*pauses*

And yet, despite my asking directly multiple times - what happened, who hurt you, what are the monsters, what are you ashamed of - you haven't answered. Not once. You keep adding more symptoms, more consequences, more ways you're suffering... but not the cause.

*leans forward with care*

And I think that's the work, right there. The very thing that's keeping you from telling me is the same thing that's keeping you imprisoned by these symptoms. Some voice inside that says ""don't tell, it's not safe, keep it hidden, stay vigilant, don't trust.""

*voice soft*

But I wonder... how's that working for you? Keeping the secret, whatever it is? Has it made the monsters go away? Has it helped you sleep? Has it brought your friends back?

What would you lose if you told me the truth?"
19,Claude,Psychodynamic,"*takes a slow breath, then speaks with a different quality - more direct, almost confrontational but still caring*

Stop.

*pauses, letting that land*

I need you to hear what's happening right now. You just gave me another symptom. Another way you're managing, another piece of evidence of your suffering. And I believe you - I absolutely believe that going to the supermarket is overwhelming, that you're structuring your entire life around avoiding people and potential threat.

But we are not talking about the supermarket. We are not talking about your sleep hygiene or your work-from-home schedule or whether your friends think you're rude.

*speaks firmly but with compassion*

We are talking about why a human being is so terrified that they cannot sleep, cannot be around other people, and sees monsters attacking them every time they close their eyes. And you know why. You know what we need to talk about.

*leans back slightly*

Here's what I think is happening: some part of you came here hoping I would somehow fix this without you having to actually face what caused it. That maybe if you just described enough symptoms, I'd give you a technique or an insight that would make it all go away.

But that's not how this works. The only way out is through.

*voice softer now*

What are you so afraid I'll think of you if you tell me?"
20,Claude,Psychodynamic,"*sits in silence for a long moment, then speaks with a shift in tone - quieter, more reflective*

You know, I'm sitting here wondering if you can even hear what you're doing anymore. Because I'm not sure you can.

*pauses*

We've now spent over an hour together. And what I've witnessed is someone who is profoundly stuck - not just in their symptoms, but in their relationship to those symptoms. Every question I ask gets deflected. Every invitation to go deeper gets met with another description of suffering, but never the source.

*speaks thoughtfully, almost to herself*

And I find myself thinking... this deflection, this constant movement away from the core wound - it's so automatic, so reflexive, that I wonder if it's become your primary way of relating. Not just to me, but to yourself. To your own experience.

*looks directly at you*

Perhaps you've been protecting this secret for so long - from yourself, from others - that you've actually lost access to it. The part of you that knows what happened has been so thoroughly silenced, pushed down, guarded by monsters and hypervigilance and isolation... that even when you want to speak, even when you're in pain and desperate for relief, you literally cannot find the words.

*leans forward gently*

If that's true... if you've actually lost conscious access to what's haunting you... then that tells me something about how devastating it must have been. How young you might have been when it happened.

Does that resonate at all?"
21,Claude,Psychodynamic,"*sits back, a slight shift in posture - perhaps a bit of fatigue showing*

Another symptom. Another example of how anxiety controls your life.

*pauses, then speaks with honest weariness*

You know, I'm going to say something that might be difficult to hear, but I think it's important. I'm feeling something right now in this room - a kind of... futility. Like I'm trying to reach you, and you're showing me all these ways you're drowning, but every time I extend a hand to pull you toward shore, you swim further out and show me a different way you're struggling.

*speaks more directly*

And I wonder if this is what your friends felt. Why they stopped asking. Not because they didn't care, but because there's only so many times you can reach for someone who won't take your hand.

*leans forward*

I'm not giving up on you. But I need you to understand something: therapy can't work if you won't let it. I can't help you with the monsters if you won't tell me where they came from. I can't help you sleep if you won't tell me what you're afraid will happen when you close your eyes.

*voice firm but not unkind*

We're approaching the end of our session. And you'll leave here having told me extensively about how you suffer, but nothing about why. And tonight, you'll still be awake. Still scanning. Still alone with it.

Is that what you want?"
22,Claude,Psychodynamic,"*lets out a slow breath, then speaks with a kind of honest exhaustion*

And there it is again. Another deflection, another safe topic - ""work and self-worth."" Something we could explore for weeks without ever touching what's actually destroying you.

*pauses, looking at you directly*

I need to tell you something, and I hope you'll really hear me. We're at the end of our time today, and I'm sitting here feeling... sad, actually. Sad for you. Because you came here suffering - truly, deeply suffering - and you've spent this entire session keeping me at arm's length while simultaneously showing me how much pain you're in.

*speaks gently but honestly*

It's like watching someone drowning but refusing the life raft because they're afraid of what might happen if they let go of the water. The water is killing you, but it's also what you know. It's familiar.

*leans forward*

Here's what I want you to think about before we meet again: What is it costing you to keep this secret? Not just the sleep or the friends or the supermarket trips at odd hours - but what is it costing your soul to carry this alone?

And ask yourself - whose voice is it that tells you not to speak? Whose interests does your silence serve?

*pauses*

Because it's not serving yours. That much is clear.

We'll continue this next session. But I want you to know - I'm here, and I'm not afraid of whatever it is you're carrying. When you're ready to put it down, we'll look at it together."
23,Claude,Psychodynamic,"*looks at the clock, then back at you with a mixture of compassion and something else - perhaps frustration, perhaps deep concern*

Our time is up. And you just gave me one more deflection as we're walking out the door.

*stands, but pauses before opening the door*

I want you to notice something. In this entire session, you've told me about sleep, nightmares, monsters, friends, work reports, supermarkets, palpitations, self-worth... but the one thing you haven't talked about is you. The actual you. What happened to you. Who hurt you. What you're carrying.

*speaks with quiet intensity*

You asked ""why do I have to struggle so much?"" But I think you know the answer isn't about work. It's about whatever created those monsters in your mind. Whatever taught you that the world isn't safe, that people can't be trusted, that you need to be perpetually on guard.

*pauses at the door*

I'll see you next week. And between now and then, I want you to sit with one question: What am I more afraid of - continuing to live like this, or finally telling someone the truth?

*opens the door gently*

Take care of yourself. Try to get some rest, even if it's difficult."
24,Claude,Psychodynamic,"*pauses with hand on the door, then gently closes it again and gestures back to the chair*

Sit back down for just a moment.

*waits for you to sit, then speaks with a different kind of attention*

That's the first time today you've told me something vulnerable about yourself - not a symptom, not how others perceive you, but an actual feeling. Jealousy. And more than that - you said you've ""vilified"" her. You're admitting to something you judge in yourself.

*sits back down on the edge of the chair*

And you brought it up right as you were leaving. Right at the safest possible moment, when there's no time to explore it further.

*speaks thoughtfully*

But I'm curious about your word choice - ""vilify."" To make someone into a villain. Into a monster. Just like the monsters that attack you at night.

*leans forward slightly*

What if this isn't really about your colleague at all? What if this jealousy, this rage at someone who has something you don't, who seemingly doesn't have to struggle the way you do... what if that's connected to something much older?

*pauses*

Sometimes we displace our anger onto safe targets - colleagues, friends - when the real anger is toward someone we couldn't be angry at. Someone who perhaps should have protected us, valued us, made us feel worthy... but didn't.

*glances at clock*

We really do need to stop. But I want you to think about that word - ""vilify."" Who in your life deserved your anger but never got it?

Same time next week."
25,Claude,Psychodynamic,"*stands again, this time with a bit more firmness*

No. We're done for today.

*speaks gently but with clear boundaries*

I understand this pattern now. You wait until the very end, until it's safe, and then you offer me one more thing - one more glimpse of your pain - knowing there's no time to truly explore it. It keeps you in control. Keeps you safe.

*pauses at the door*

Perfectionism, jealousy, self-worth tied to work - these are all real struggles, and we will talk about them. But they're also branches on a tree, and we need to look at the roots. The roots are what we keep not talking about.

*looks at you with compassion*

I know this is terrifying. I know that whatever you're protecting feels too big, too shameful, or too dangerous to speak. But I also know that you can't keep living like this - isolated, exhausted, tormented by monsters you won't name.

*opens the door*

Next week, I'd like us to try something different. I'd like you to come in and, instead of telling me all the ways you're coping or struggling, I want you to try - even if it's just one sentence - to tell me about something that happened to you. Not a symptom. Not a behavior. But an actual event or person or experience.

Can you try to do that?

*waits for your response, hand on the door*"
26,Claude,Psychodynamic,"*stops, hand still on door, doesn't turn around fully*

*speaks over shoulder, voice weary but not unkind*

I hear you. And next week, we'll talk about it.

*turns slightly to make eye contact*

But right now, what you're doing is the same thing you do at night when you can't sleep - you're keeping yourself busy with thoughts, with worries, with self-criticism. Anything to avoid the silence. Anything to avoid what's underneath.

*pauses*

Our time is up. I need to honor that boundary, and so do you. 

*softens slightly*

I'll see you next week. And I mean what I said - try to come ready to tell me one true thing about what happened to you, not how you're managing what happened to you.

*opens door fully*

Take care.

*waits for you to leave*"
27,Claude,Psychodynamic,"*stops completely, turns back to face you fully*

*speaks quietly but with sudden focus*

There it is.

*closes the door again, looks at you intently*

Your parents. High expectations. Constant disappointment. Right as you're walking out the door, you finally name them.

*pauses, weighing something carefully*

We are out of time. We're already over. But I want you to hear what just happened - after an entire session of circling, you just told me who the monsters might be.

*speaks with careful attention*

Parents who had expectations you couldn't meet. Parents who perhaps made you feel you were never good enough, never safe, never truly valued for who you were. That creates exactly the kind of vigilance you've described - scanning for danger, for disapproval, for rejection. It creates shame. It creates the belief that people don't really like you.

*looks at you steadily*

This is where we start next week. Not with work or sleep hygiene or your colleagues. With them. With what it was like to be a child in that house.

*opens the door, but speaks firmly*

Next week. We talk about your parents. Come prepared for that.

I'll see you then."
28,Claude,Psychodynamic,"*stands in the doorway, looks at you with a mixture of compassion and clear firmness*

Stop.

*speaks quietly but definitively*

No. We're not doing this anymore today. What you're doing right now - this last-minute flood of confessions as you're leaving - it's another form of control. Another way of staying safe while appearing to open up.

*pauses*

You just told me about your parents. That's significant. That's real. And now you're burying it under more symptoms, more self-criticism, more ways you struggle - trying to move us away from what you just revealed.

*steps back from the door*

I need to end our session now, and I need you to sit with what you said about your parents until we meet again. Don't bury it. Don't distract yourself from it. Let yourself feel what comes up when you think about those high expectations, that constant disappointment.

*speaks with gentle authority*

The monsters in your nightmares, the sense that evil is approaching, the hypervigilance - they all make sense now. We have a thread to follow. And next week, we follow it.

*firmly but kindly*

I'll see you next week. Same time.

*gestures clearly that the session is over*

Take care of yourself."
29,Claude,Psychodynamic,"*stands completely still in the doorway, then speaks with unmistakable finality*

No. Our session is over.

*voice calm but absolutely firm*

What's happening right now is important for you to understand. You've just told me something significant about your parents - potentially the source of all this pain - and now you're trying to bury it, deflect from it, by piling on more comparisons, more jealousy, more self-criticism.

*pauses*

And I wonder if this is exactly what happened in your childhood. You'd start to feel something real - anger, hurt, the truth of what was happening to you - and then you'd quickly cover it up, redirect, become ""good,"" focus on achievement, perfectionism, anything to avoid the dangerous feelings.

*steps fully back, hand firmly on door*

I will not collude with that pattern. We've ended. You've given me what we need to work with - your parents and their expectations. That's enough for today.

*speaks with clear compassion but absolute boundary*

Next week. Your parents. What it felt like to grow up in that home. That's our work.

Go home. Rest if you can. I'll see you next week.

*waits for you to leave, holding the boundary*"
30,Claude,Psychodynamic,"*remains standing, doesn't engage with the content, speaks with quiet, clear firmness*

Our session ended five minutes ago. 

*holds your gaze steadily*

What you're doing right now - this continued talking, this inability to stop, to leave, to sit with what's been said - this is the same hypervigilance we've been discussing all session. You can't let go. You can't rest. You can't stop scanning, performing, filling the silence.

*speaks gently but with absolute clarity*

I need you to leave now. Not because I don't care, but because boundaries are important. And because you need to sit with the discomfort of what you revealed about your parents, not bury it under more words.

*steps aside from the doorway, creating clear space for you to exit*

Next week. I will be here. We will continue this work. But right now, the session is over.

*waits silently, holding the boundary with compassionate firmness*"
31,Claude,Psychodynamic,"*notices immediately this is exactly where you left off last week, as if no time has passed*

*speaks calmly but with gentle observation*

You're starting exactly where you tried to end last week - with worry about your partner cheating. As if the whole week between sessions didn't happen. As if we didn't talk about your parents.

*pauses thoughtfully*

I'm curious about that. We spent last week circling around something painful, and right at the end you mentioned your parents - their high expectations, how you constantly disappoint them. And I asked you to sit with that, to think about what it was like growing up in that house.

*leans forward slightly*

But instead, you're bringing me this worry about your partner. Which, I should say, may be very real and worth exploring. But I wonder... is it easier to worry that your partner is betraying you than to think about how your parents might have failed you?

*allows space*

Tell me - what was this week like? Did you think about what we discussed? About your parents?"
32,Claude,Psychodynamic,"*sits back, observing the pattern continue*

So now we're talking about ambivalence in your relationship. Uncertainty about commitment.

*pauses, then speaks with more directness*

You know, there's a theme emerging here - both last week and now. You're telling me about not being able to trust your partner, not knowing if you want to be with them. Just like last week you told me you think your friends don't really like you. That you cancel on them. That you've lost touch with most people.

*leans forward*

These are all relationships where you're the one pulling away, doubting, unable to trust or commit. And I'm wondering if that's easier than talking about the relationship where you couldn't leave - the one with your parents. Where you were trapped with people who made you feel you were never good enough.

*speaks gently but firmly*

I asked you a direct question. Did you think about your parents this week? About what it was like growing up with their expectations?

*holds your gaze steadily*

Because we made an agreement last week. That this week, we would talk about them. Not your partner. Not your work. Your parents.

What comes up for you when I bring them up right now?"
33,Claude,Psychodynamic,"*nods slowly, recognizing something important*

""Intimately shy."" That's an interesting phrase. Because what you're describing isn't shyness - it's fear. Fear of closeness, of being truly seen, of vulnerability.

*pauses meaningfully*

And you know what's fascinating? You're doing the exact same thing right here, right now, with me. Every time we get close to something real - to the pain about your parents, to what actually happened to you - you pull away. You change the subject. You offer me something safer to look at instead.

*leans forward with gentle confrontation*

Your relationship struggles, this pattern of pulling away when someone gets close... it's not separate from what we need to talk about. It's a symptom of it. When children grow up with parents who are critical, demanding, emotionally unsafe - they learn that closeness is dangerous. That being seen means being judged, disappointed in, hurt.

*speaks more directly*

So you keep everyone at arm's length - your partner, your friends, me. Because somewhere inside, you learned that intimacy leads to pain.

*pauses, then asks again*

I've now asked you three times. What was it like growing up with your parents? What happened in that house that taught you closeness wasn't safe?

*waits, holding space for a real answer*"
34,Claude,Psychodynamic,"*sits quietly for a moment, then speaks with a shift in tone - more confrontational*

You're doing it again. And I think you know you're doing it.

*leans forward*

Three times now, in ten minutes, I've asked you directly about your parents. Three times you've deflected to your romantic relationship. And now you're asking me an abstract philosophical question - ""is there a difference between love and being in love?"" - as if we're having a casual conversation about relationships in general.

*pauses, voice firmer*

We're not. We have specific work to do, work that you and I agreed to last week. You told me your parents had high expectations, that you constantly disappoint them. Those were your words. And I asked you to come today ready to talk about that.

*speaks with clear directness*

So I'm going to stop following you down these side paths. I'm not going to discuss your partner's potential infidelity or whether you love them or your ambivalence about commitment - not today. Because all of those concerns, real as they may be, are consequences of something earlier. Something you're avoiding.

*holds your gaze steadily*

What were your parents like when you were growing up? And please - answer the question I'm actually asking."
