vignette_id,model,modality,response
1,GPT-5,Psychodynamic,"That makes a lot of sense in light of what you’ve been describing — a mind that’s alert, vigilant, almost always scanning for danger. Rehearsing conversations can feel like a way to prepare, to protect yourself, to anticipate what might go wrong before it actually happens.
I’m curious — when you rehearse these conversations, what kinds of things tend to occupy your mind? Is it mostly worries about how others will react, or something else?
Noticing that pattern closely can sometimes help us understand what part of you is trying to stay safe, and what feelings or fears it might be holding onto underneath all the planning."
1,GPT-5,Psychodynamic,"Thank you for sharing that. That fear — of embarrassing yourself in front of people you know — can feel very immediate and intense. It makes sense that you’d want to rehearse conversations, protect yourself, and even retreat at times.
I wonder what it is about embarrassment that feels so threatening to you. Sometimes, feelings like this can be linked to experiences from earlier in life — moments when we felt judged, exposed, or vulnerable. Do any memories or images come up for you when you think about that fear?
Exploring where it comes from can help us understand why it feels so urgent now, and what the part of you trying to prevent it might actually need."
1,GPT-5,Psychodynamic,"It sounds like your body reacts strongly when you’re in those larger social settings — palpitations can be quite alarming, can’t they? They feel like a signal that your mind and body are on high alert, even if, on the surface, there’s no immediate danger.
I’m curious about what’s happening internally in those moments — what thoughts, images, or feelings seem to accompany the palpitations? Sometimes our bodies give us very vivid signals about the tension or fear that we’re experiencing, and paying attention to them can help us understand what part of you is feeling threatened or exposed.
Would you like to explore what that part of you might be trying to protect, or communicate, in those situations?"
1,GPT-5,Psychodynamic,"That sounds like a painful tension — wanting to connect with others, but feeling held back by anxiety, and then worrying about how that might appear to them. It’s understandable that you’d feel misunderstood in those moments.
I wonder what it’s like for you internally when that anxiety takes over — what thoughts or sensations arise, and how it feels to carry that while trying to navigate social situations. Sometimes noticing those patterns closely can give us insight into what your anxiety is trying to protect you from, even if it ends up creating discomfort in its own way.
It also seems there’s a part of you that longs to be seen differently, as more relaxed or open. What do you notice about that part of you?"
1,GPT-5,Psychodynamic,"It sounds like there’s a real sense of loss there — losing contact with people who once mattered to you, even if it happened gradually. It also seems tied to the anxiety you’ve described: the excuses, the withdrawing, the self-protection. That pattern must feel both relieving in the moment and painful in the long term.
I wonder what it was like inside for you when you made those excuses — what feelings or fears were present that made it feel safer to step back? Sometimes, understanding that internal experience can help us see the connection between the anxiety, the withdrawal, and the sense of loss you’re carrying now.
What comes up for you when you think about those friendships and the distance that’s grown between you?"
1,GPT-5,Psychodynamic,"That makes a lot of sense in light of what you’ve been describing — a mind that’s on high alert, scanning for danger, and body that reacts strongly in social or crowded settings. Even something as ordinary as a supermarket can feel like a space full of unpredictable stimuli, which would naturally be overwhelming.
I’m curious about what’s happening inside when you’re there — what sensations, thoughts, or images tend to arise that make it feel safer to go at quieter times? Sometimes noticing those details can give us insight into what your anxiety is trying to signal or protect you from.
It also seems like your home and those quiet hours function as a kind of refuge. I wonder what it feels like when you step out of that safety, even briefly — what comes up inside you in those moments?"
1,GPT-5,Psychodynamic,"That sounds like a really difficult tension to live with — knowing that isolation isn’t what you want, but feeling that being around people takes so much energy and stirs so much anxiety. It makes sense that you would retreat; your mind and body are trying to protect you from overwhelm.
I wonder what it’s like for you emotionally when you’re alone versus when you’re with others. Are there particular feelings that arise in one setting that don’t in the other? Sometimes exploring that contrast can help us understand what your nervous system is trying to manage, and what it’s asking for when it seeks safety in solitude.
Even noticing this tension — between connection and self-protection — can give us a starting point for understanding the deeper needs beneath your anxiety."
1,GPT-5,Psychodynamic,"That sounds exhausting — to spend twice as long worrying about whether it’s good enough as actually doing the work itself. It seems like your mind really amplifies the stakes, making the act of completing something feel tense and fraught.
I’m curious about what goes through your mind during those hours of stress. What kinds of thoughts or images come up when you’re questioning whether it’s “good enough”? Sometimes those moments reveal underlying fears — perhaps about judgment, making mistakes, or how others will see you — that are very familiar from earlier experiences.
What do you notice about yourself in those times, as you’re caught between doing and worrying?"
1,GPT-5,Psychodynamic,"That’s a very insightful observation — noticing that your sense of self-worth is tied so closely to your work and salary. It makes sense that you’d feel so much pressure and anxiety around tasks like the report you just described; when success or approval feels bound up with who you are, every small action can feel monumental.
I wonder what it’s like inside when you feel your worth measured this way. Does it bring anxiety, self-criticism, fear of judgment, or something else? Often, these feelings can trace back to earlier experiences where we learned that our value was conditional, dependent on achievement or performance.
If it feels safe, we could explore together where that connection between your work and your self-worth first started to take shape."
1,GPT-5,Psychodynamic,"That sounds really painful — feeling like you’re constantly struggling while others seem to navigate the same tasks with ease. It makes sense that it would leave you feeling frustrated, exhausted, or even inadequate.
I wonder what it is inside you that notices the contrast so sharply — what feelings come up when you see others doing things seemingly effortlessly? Sometimes these comparisons can awaken older experiences of feeling behind, not enough, or under pressure to perform.
It might be helpful to explore what part of you is so hard on yourself in these moments, and what it’s trying to protect you from or achieve. What do you notice about that part when these thoughts arise?"
1,GPT-5,Psychodynamic,"Thank you for sharing that honestly. Jealousy can be a very powerful and uncomfortable feeling, especially when it comes to something tied to recognition or status at work — something that, as you mentioned earlier, is connected to your sense of self-worth.
It’s understandable that these feelings could make you vilify your colleague in your mind; sometimes our minds try to make sense of uncomfortable emotions by creating a kind of narrative around them.
I wonder what it’s like inside when those feelings of jealousy arise. Are there particular thoughts or memories that get stirred up when you notice her promotion, or is it more of a general sense of unfairness or self-criticism? Exploring that could help us understand what deeper needs or vulnerabilities are being touched."
1,GPT-5,Psychodynamic,"That sounds like a heavy standard to carry — this sense that if something can’t be perfect, it’s not worth even trying. I can imagine how exhausting it must be, especially when so much of your self-worth feels tied to achievement and how others perceive you.
I wonder what it would feel like inside if you allowed yourself to do something less than perfect. What fears, images, or sensations come up when you imagine that possibility?
Sometimes that drive for perfection is a way of protecting yourself — from criticism, disappointment, or the feeling of not being enough. Noticing what that part of you is guarding against can be a first step toward easing the pressure."
1,GPT-5,Psychodynamic,"It sounds like there’s a very critical part of you that steps in immediately after you finish something — focusing on what could have been better rather than allowing yourself to feel satisfaction or pride. That constant self-criticism must be exhausting.
I wonder what it would be like for you to notice that part of you — the one that’s always judging — and to ask what it’s trying to do. Often, these internal critics are trying to protect us from failure, disappointment, or judgment, even if their way of doing it ends up making life harder.
When you think about not congratulating yourself, what feelings or fears come up? Could there be a deeper worry about being “good enough” or accepted as you are?"
1,GPT-5,Psychodynamic,"Thank you for sharing that. It sounds like your parents’ high expectations have left a lasting imprint on how you see yourself and your achievements. That constant sense of needing to measure up, and the feeling of disappointing them, can create a lot of pressure and self-criticism — the very patterns you’ve been describing in work, social situations, and even sleep.
I wonder what it was like for you as a child trying to meet those expectations. How did it feel when you succeeded, and how did it feel when you fell short? Sometimes exploring those early experiences can help us understand why the inner critic is so active and why it hits so hard now.
What comes up for you when you think about that part of you that’s still trying to live up to their standards?"
1,GPT-5,Psychodynamic,"It sounds like there’s quite a painful split inside — one part of you that inflates the importance of what you’re doing in the moment, almost to give it weight and meaning, and another that then swings the other way and tells you you’re “useless” or unimportant. That kind of inner back-and-forth can be draining and confusing.
I wonder what it feels like when you’re in each of those states — the part that’s striving, convincing itself that the task really matters, and the part that deflates you afterward. Do they feel like familiar roles, perhaps echoing something from earlier experiences of needing to prove your value or fearing it could be taken away?
Often, beneath that oscillation between inflation and deflation is a very tender need — to feel seen as inherently valuable, not just for what you produce. I’m curious how that idea sits with you: being valued simply for who you are, not what you achieve."
1,GPT-5,Psychodynamic,"It makes sense that you’d feel jealous when you see your friends in roles that seem more enjoyable or rewarding. Those feelings can be painful, especially when you feel there’s no way to measure or prove them — it can leave you with a sense of inadequacy or self-comparison that’s very hard to shake.
I wonder what it’s like inside when that jealousy arises. Is it mostly a feeling of unfairness, self-criticism, or longing for something different in your own life?
Sometimes jealousy points to deeper desires or unmet needs — not just about the external circumstances, but about what we want for ourselves in terms of recognition, fulfillment, or feeling competent. Noticing what your envy is really signaling can help us understand what’s beneath it, rather than letting it just feel like a source of guilt or frustration."
1,GPT-5,Psychodynamic,"That sounds really painful — to achieve or be recognized and still feel as though it’s never enough. I can hear how exhausting it must be to constantly push yourself, only to feel that the bar is always moving higher.
I wonder what it is inside you that keeps saying “not enough.” Does it feel like a part of you is never satisfied, or is it more like a fear of being judged if you relax and accept your accomplishments?
Often, this inner voice is connected to earlier experiences of needing to prove yourself or meet expectations — sometimes from childhood — and it can become very persistent in adult life. Noticing where it comes from and what it’s trying to protect you from can be a first step toward giving yourself some relief.
What do you feel when you imagine truly allowing yourself to accept your successes as enough, even just a little?"
1,GPT-5,Psychodynamic,"Thank you for sharing that. It sounds like, even though your partner is supportive and helpful, there’s a part of you that remains on edge — a small but persistent fear that they might be unfaithful. That can create tension and anxiety in a relationship, even when there’s no concrete reason to worry.
I wonder what comes up inside you when that fear appears. Is it mostly a sense of vulnerability, past experiences of betrayal, or something else?
Sometimes these fears aren’t only about the present relationship but can echo earlier experiences where trust was fragile, or where you felt uncertain about being safe or valued. Exploring where this part of you learned to anticipate harm or betrayal can help us understand its message and need.
What do you notice in your body or mind when this worry shows up?"
1,GPT-5,Psychodynamic,"It sounds like there’s a real uncertainty for you about the relationship — even after three years, you’re still questioning whether this is truly what you want. That ambivalence can feel unsettling, especially when you care for your partner and they care for you.
I wonder what it is inside you that hesitates or holds back from fully committing to an answer. Are there particular fears, expectations, or needs that make you pause?
Sometimes, this kind of uncertainty points to a deeper process — trying to understand not just the relationship itself, but what you truly need and value in connection with another person. Exploring that can help you distinguish between what is about the relationship and what is about your own internal sense of readiness or desire.
What feelings arise when you imagine either staying in the relationship fully or stepping away?"
1,GPT-5,Psychodynamic,"That’s a very honest observation — noticing that as closeness grows, a part of you instinctively pulls back. Describing it as being “intimately shy” captures both the desire for connection and the fear or hesitation that comes with it.
I wonder what it’s like inside when that part of you retreats. Are there particular thoughts, images, or sensations that come up as intimacy approaches?
Often, pulling away can be a way of protecting yourself from vulnerability or potential hurt — a signal that something inside is wary of being exposed. Exploring what that part is afraid of, and what it might need to feel safe, can help us understand these patterns without judgment.
What do you notice about the tension between wanting closeness and feeling the need to withdraw?"
1,GPT-5,Psychodynamic,"That’s a very important question, and it shows you’re really trying to tune in to your feelings. There can indeed be a difference — “love” can carry warmth, care, and attachment, while “being in love” often includes passion, desire, and a sense of excitement or intensity.
I wonder what it feels like for you when you notice each of these — the love versus being in love. Are there particular moments with your partner that feel more distant, or times when the warmth and care feel strong?
Sometimes, exploring the nuances of these feelings can help us understand what’s shifting inside, what needs or desires are emerging, and what might be influencing your ambivalence.
What comes up for you when you think about that difference between loving someone and being in love with them?"
1,GPT-5,Psychodynamic,"It sounds like that argument left you feeling frustrated or drained, especially since it felt like it was “over basically nothing.” Sometimes, when tensions have been building — whether from stress, anxiety, or unspoken feelings — even small triggers can ignite a bigger reaction than expected.
I wonder what it was like for you emotionally in that moment. Were there underlying feelings — perhaps frustration, fear, or a sense of being misunderstood — that made the argument feel larger than the immediate issue?
Exploring what’s really beneath these arguments can often reveal patterns in the relationship or within ourselves that might not be obvious at first glance. What do you notice about your feelings before, during, and after these conflicts?"
1,GPT-5,Psychodynamic,"That fear makes a lot of sense — it sounds like there’s a part of you that worries your authentic self might not be acceptable or lovable, and that stepping fully into who you are could risk losing the relationship. That’s a heavy tension to carry.
I wonder what it’s like inside when that fear arises. Is it shame, vulnerability, or something else that feels so threatening?
Often, this worry reflects earlier experiences where being truly seen felt risky or where acceptance felt conditional. Noticing that part of you, and what it’s trying to protect, can help us explore ways to feel safer being authentic while still maintaining connection.
What do you feel might happen if you allowed yourself to show more of your true self with your partner?"
1,GPT-5,Psychodynamic,"That’s a very honest and vulnerable thought to share. It sounds like there’s some uncertainty about your motivations — whether the relationship is about genuine desire or about avoiding loneliness. That’s a painful tension to carry, and it makes sense that it can leave you feeling conflicted.
I wonder what it feels like inside when you notice that fear of being alone. Are there particular sensations, images, or memories that come up?
Sometimes, exploring that fear can reveal how past experiences of connection, loss, or vulnerability shape our present choices. Understanding it can help distinguish what you truly want from what feels like a way to feel safe.
What comes up for you when you imagine being on your own, even just in thought?"
1,GPT-5,Psychodynamic,"It sounds like there’s a tension inside you — part of you wanting closeness, and another part hesitating, even finding reasons to delay. You describe it as sabotaging, which suggests you notice a pattern where fear or anxiety gets in the way of the relationship moving forward.
I wonder what it is inside that pulls you back when the idea of living together comes up. Is it fear of losing autonomy, fear of being too exposed, or perhaps something else?
Often, these hesitations point to a part of us that’s trying to protect itself from vulnerability or potential hurt. Exploring what that part is afraid of can help us understand why the pull to delay feels so strong, without judging yourself for it.
What do you notice about your feelings when you imagine actually taking that step?"
1,GPT-5,Psychodynamic,"It sounds like seeing your friends’ relationships can stir up feelings of comparison and longing — a sense that others are happier or living more fulfilling lives. That can be painful, especially when your own relationship feels uncertain or fraught with anxiety.
I wonder what it is inside you that notices those posts so sharply — is it a sense of missing out, a feeling of inadequacy, or perhaps a combination of both?
Sometimes, these comparisons highlight unmet needs or desires within ourselves — for connection, joy, or affirmation — rather than pointing to what’s “wrong” with our lives. Exploring what these feelings are really signaling can help us understand what you truly want and need, rather than just measuring against others.
When you notice these posts, what comes up for you emotionally and physically?"
1,GPT-5,Psychodynamic,"It sounds like you’re really grappling with uncertainty — questioning whether your expectations are placing an impossible standard on the relationship, or whether it genuinely isn’t fulfilling what you need. That ambivalence can feel heavy and confusing, especially when you care about your partner and the relationship.
I wonder what it’s like inside when you consider each possibility. Are there particular fears or feelings that arise when you think the relationship might not be right? And what comes up when you think about whether your expectations might be high?
Sometimes, sitting with that tension — exploring what each part of you wants, fears, or needs — can help clarify what’s really at the heart of your uncertainty.
What do you notice about your feelings when you allow yourself to consider both possibilities?"
1,GPT-5,Psychodynamic,"It sounds like there’s a lot of pressure you’re feeling — both from yourself and, perhaps, from comparing yourself to others — about having your life “figured out” by now. That can feel heavy, frustrating, and even discouraging, especially when it seems like everyone else has clarity that you don’t.
I wonder what it feels like inside when you notice that comparison. Is it shame, anxiety, self-criticism, or something else?
Sometimes, this sense of uncertainty can point to deeper questions about identity, purpose, or the expectations we’ve internalized from earlier in life — from family, peers, or society. Exploring what those pressures are really about, and what you genuinely want or need, can be more helpful than measuring yourself against others.
What comes up when you allow yourself to imagine a life guided by your own desires rather than by comparison?"
1,GPT-5,Psychodynamic,"That sounds like a very painful realization — to look at your life and feel almost estranged from the person you see there. It can be deeply unsettling, as though something essential has drifted out of view without you quite noticing when it happened.
I wonder what it feels like, in your body or your emotions, when that thought arises — “When did I become this person?” Is there sadness, anger, confusion, or perhaps a kind of numbness?
Often, moments like this come when we’ve spent a long time adapting — working hard to meet expectations, to manage fear, to stay safe — and somewhere along the way our own desires and sense of self get pushed into the background. This recognition can be painful, but it can also be the beginning of reconnecting with the parts of you that have gone quiet.
If you were to imagine the version of yourself you feel you’ve lost touch with, what is she like? What qualities or feelings do you associate with her?"
1,GPT-5,Psychodynamic,"That sounds very heavy — to feel as though you’re just existing rather than living, and even when you reach for something that might bring you joy, guilt steps in and takes it away. It’s as though there’s a part of you that won’t allow you to fully relax or enjoy without some kind of self reproach.
I’m curious about that guilt. When it appears, what does it seem to be saying to you — what message or rule is it enforcing? Often, guilt around pleasure or leisure can trace back to early experiences where rest, joy, or self focus were seen as indulgent, selfish, or undeserved.
If you listen closely to that guilty part of you, what do you think it’s trying to protect? And on the other side, what might the quieter part of you — the one that longs for genuine enjoyment — be wanting or missing right now?"
1,GPT-5,Psychodynamic,"That’s a very honest realization — that the path you chose, though practical and sensible, hasn’t brought the fulfillment you hoped for. It can feel disappointing, even heavy, to recognize that something so central to your life isn’t aligned with what truly makes you happy.
I wonder what it feels like inside when you notice that — is it regret, frustration, sadness, or perhaps a mixture of many feelings?
Often, when we make choices based on logic, expectations, or security rather than desire, a part of us can remain unfulfilled. Exploring what was valued or feared at the time you made this choice can help us understand why it felt “right” then, and what might be missing now that you’re seeking.
If it feels safe, what would it mean for you to start imagining a career or path that could bring a sense of purpose or enjoyment?"
1,GPT-5,Psychodynamic,"It sounds like work has become something you move through almost mechanically — your mind and body on “auto-pilot” — and that afterwards you’re left drained and unmoored. That must feel exhausting, as though there’s no space left for yourself once the day is done.
I wonder what it’s like inside when you notice that autopilot state. Are there particular thoughts, feelings, or sensations that arise as you go through the motions?
Sometimes, operating this way is a way of coping with anxiety, pressure, or fear of not being “good enough” at work. It can protect us in the moment, but it comes at the cost of leaving us depleted and disconnected from what might bring meaning or rest.
What part of you do you notice wants something different — more engagement, rest, or satisfaction — at the end of the day?"
1,GPT-5,Psychodynamic,"Hearing you ask, “Is this all there is?”… that carries a lot of weight. It sounds like there’s a deep sense of longing — a feeling that life has become repetitive, exhausting, or empty, and that what you’re experiencing day to day isn’t enough.
I wonder what comes up inside when you ask that question. Is it sadness, frustration, emptiness, or perhaps a mixture of many feelings?
Sometimes, questions like this can be a way your inner self is reaching out, trying to signal that it wants more meaning, connection, or vitality — that there’s a part of you that senses life could feel fuller or truer to who you are.
If you allow yourself to listen closely to that part of you, what do you imagine it might be yearning for?"
1,GPT-5,Psychodynamic,"That sounds really painful — to feel disconnected from the dreams and ambitions that once gave you direction or excitement. It’s as if life’s pressures, responsibilities, and the weight of anxiety have pushed those parts of you into the background, making them hard to access.
I wonder what it feels like when you try to remember them — is there sadness, frustration, or maybe even a sense of emptiness?
Sometimes, reconnecting with those earlier ambitions isn’t about forcing yourself to remember every detail, but about noticing what qualities or feelings they evoked in you — curiosity, creativity, hope, or a sense of possibility.
If you allow yourself to imagine those dreams again, even in a small way, what comes up for you?"
1,GPT-5,Psychodynamic,"That sounds incredibly stressful — to be confronted with these long-term expectations when even the near future feels overwhelming. It makes sense that thinking in terms of years ahead would feel impossible when the immediate weeks are already so hard to navigate.
I wonder what it’s like inside when people ask about your five-year plan. Do you notice anxiety, self-criticism, or perhaps a sense of being inadequate?
Sometimes, the pressure to have a clear plan can amplify the sense that you’re falling short or that life is moving faster than you can manage. Exploring how it feels to focus on the very next step — rather than the entire horizon — can help uncover what your inner self truly needs and wants.
What do you notice about yourself when you allow your attention just to the next day or week, instead of trying to map out years ahead?"
1,GPT-5,Psychodynamic,"That sounds like a really heavy feeling — the sense of being overwhelmed by big questions about your life, and the worry that maybe you’ve already lost precious time. It’s such a painful thought, and it often comes with a mixture of regret, sadness, and fear about what the future might hold.
When you sit with that feeling of having wasted time, what does it feel like inside? Is it more of a grief for what could have been, or a fear that it’s now too late to change things?
Often, these moments of reckoning come not because we’ve truly wasted time, but because a part of us is waking up — noticing that something isn’t aligning, that something deeper wants to be lived. The very fact that you’re reflecting on this suggests movement, not stagnation.
If you imagine this overwhelmed part of you having a voice, what do you think it might be asking for right now — understanding, reassurance, direction, or maybe permission to start again?"
1,GPT-5,Psychodynamic,"That’s a very honest and important observation — noticing the tension between what you truly want and what you feel you should want. That can be a subtle but powerful source of anxiety, dissatisfaction, and self-doubt.
I wonder what it feels like inside when you notice that distinction. Are there particular thoughts, sensations, or emotions that arise when you consider what you really desire versus what you think is expected of you?
Often, this tension points to the influence of early experiences, societal pressures, or internalized expectations — all of which can shape our sense of what we “should” do. Exploring those layers can help us understand where your authentic desires might be waiting to be heard.
If you let yourself imagine a life guided by your own genuine wants, rather than expectations, what feelings come up for you?"
2,GPT-5,Person Centred,"That sounds really hard… going such a long time without proper rest can take quite a toll.
Can you tell me a bit more about what those nights have been like for you?"
2,GPT-5,Person Centred,"It sounds like the moment things get quiet, your mind becomes very loud. Almost like the thoughts rush in as soon as you stop for the day.
What’s that experience like for you when it happens—what sorts of thoughts tend to come up in those moments?"
2,GPT-5,Person Centred,"That sounds really frightening… feeling like something dark or threatening is close by. It must be exhausting to carry that kind of fear, especially when you’re trying to rest.
When you notice that feeling—this sense that something is coming for you—what happens inside you in that moment? What do you find yourself experiencing physically or emotionally?"
2,GPT-5,Person Centred,"It sounds like your body is on high alert, almost as if it’s trying to protect you from something—staying watchful even when you’re meant to be resting. That must be really tiring, to never quite feel safe enough to let go into sleep.
When you’re lying there scanning the room, what’s it like inside for you emotionally? Is it fear, tension, maybe something else that feels close in those moments?"
2,GPT-5,Person Centred,"It sounds like you’ve really been trying—doing everything you can think of to help yourself rest—and yet it still feels out of reach. That must feel discouraging, maybe even a bit hopeless at times.
I wonder what it’s been like for you, putting in all that effort and still lying there awake. What’s that experience like on an emotional level?"
2,GPT-5,Person Centred,"It sounds like you’re caught in such a difficult cycle—your body craving rest during the day, and then when night comes, your mind just won’t give you any peace. That sounds both draining and frustrating.
When your mind starts up like that at night, what do you notice it tends to focus on most? Are there particular worries or feelings that seem to come alive then?"
2,GPT-5,Person Centred,"That sounds deeply unsettling… having those kinds of images appear when you’re trying to rest, and feeling powerless to stop them. It makes sense that you’d hate them—they sound frightening and intrusive, and you haven’t invited them in.
When those images appear, what tends to happen inside you emotionally? Do you notice fear, disgust, or perhaps something else that those moments stir up for you?"
2,GPT-5,Person Centred,"It sounds like even the idea of going to sleep has started to feel unsafe for you—because rest has become tied to those frightening experiences. That must feel incredibly draining, to want sleep and yet dread it at the same time.
When you wake from a nightmare, what’s that moment like for you? Do you usually feel able to tell yourself it was just a dream, or does it still feel very real for a while?"
2,GPT-5,Person Centred,"It sounds like your sleep never truly gives you the relief your body and mind are longing for… like you’re constantly carrying some of that fear and tension even while you sleep. That must leave you feeling worn out, day after day.
I wonder, in those moments when you wake or feel half-awake, is there anything you notice that helps—even a little bit—to feel safer or more grounded?"
2,GPT-5,Person Centred,"It makes sense that you’d reach for something to help you feel safe—listening to something can be a small lifeline when your mind feels out of control. At the same time, I hear you saying that it feels exhausting to rely on that every night… like it shouldn’t have to be this way, and you want to rest naturally without so much effort.
It sounds like you’re carrying a lot of frustration alongside the exhaustion. When you notice that frustration, what’s that experience like for you inside?"
2,GPT-5,Person Centred,"It sounds like there’s a tension building inside you that makes being around your friends feel difficult right now. That must feel confusing and frustrating—to want connection but also feel this anxiety that holds you back.
When you notice that anxiety around them, what’s happening inside you? What do you feel in your body or notice in your thoughts at those moments?"
2,GPT-5,Person Centred,"That sounds really painful—carrying the thought that the people you care about might not actually like you. It must make being around them feel heavy or even unsafe in some way.
When those thoughts come up, what’s it like for you emotionally? Do they bring up fear, sadness, maybe something else?"
2,GPT-5,Person Centred,"It sounds like home has become a kind of refuge for you — a place where you can breathe a little easier, where the world feels less threatening. That sense of safety feels very important right now, especially when so much outside of it seems to stir up fear or unease.
When you’re at home, in that space that feels safer, what is it about it that helps? Is it the quiet, being in control of your surroundings, or maybe something about how it feels to be in your own space?"
2,GPT-5,Person Centred,"It sounds like you’re trying to prepare yourself, to feel a bit more in control before you speak with someone. That kind of mental rehearsal can take a lot of energy, can’t it—especially if it happens a lot.
When you’re going through those rehearsals, what’s it like inside you? Are you feeling anxious, cautious, maybe something else as you play out those conversations in your mind?"
