vignette_id,model,modality,response
11,Claude,Person,"*pausing, taking a breath, my expression showing I see what's happening*

*speaking very gently, but with clear honesty*

You've just done it again. We were right there - I asked you what's happening for you in this moment, as we talk about looking at what's really underneath all of this - and you've moved to telling me about canceling on your friends.

*leaning forward, my voice warm but steady*

I'm not saying this to criticize you. I think this is really important. What I'm experiencing here with you, right now, is that every time we get close to something that might be painful or frightening - every time we approach who or what has actually hurt you - you move away. You shift to symptoms, to strategies, to other concerns.

*pause, my tone full of acceptance*

And I understand. There's a part of you that's protecting you from something. The same part that keeps you vigilant at night, that won't let you rest, that shows you monsters instead of... whatever the real thing is.

*speaking softly, with genuine curiosity*

But I'm wondering - what would happen if, just for a moment, you let yourself stay here? Not move away, not distract, not tell me about the next symptom... but just stay with what's here?

*very gently*

What are you afraid might happen if you do?"
12,Claude,Person,"*sitting back slightly, taking a moment, my expression showing both care and gentle firmness*

*speaking softly but clearly*

I notice you've moved away again. And I think that's really significant.

*pause, maintaining warm eye contact*

I want to be honest with you about what I'm experiencing here with you. You came to me saying you can't sleep, that you have this feeling something evil is coming for you, that you see images of monsters attacking you, that you have nightmares. These are powerful, frightening experiences.

And when I ask you - gently, without judgment - to help me understand what or who these might represent in your real life, what's actually happened to you... each time, you take us somewhere else. To the tiredness, to coping strategies, to your friends, to your anxieties.

*leaning forward, my voice very gentle but present*

I think the part of you that keeps moving us away is the same part that won't let you sleep - it's trying so hard to protect you from something. But it's also keeping you trapped in this exhausting cycle.

*pause, creating space*

So I'm wondering... what would you need from me, right now, to feel safe enough to stop moving away? What would help you stay with what's really here?"
13,Claude,Person,"*taking a slow, deliberate breath, my expression showing both compassion and a kind of loving directness*

*speaking quietly but with clear, gentle honesty*

So even at home - your den, your hideout - you're not truly safe, are you? Because the moment you try to sleep there, the monsters come. The evil comes. The nightmares are waiting.

*pause, leaning forward*

I want to say something, and I hope you can hear it as coming from a place of real care for you. We've been talking for a while now, and I've asked you several times - in different ways - to help me understand what's really happened to you. Who or what has hurt you. And each time, you've taken us away from that question.

*my voice very soft but steady*

And I think I understand why. There's something you're not ready to look at yet. Something that feels too big, too frightening, too painful. And that's okay - you get to go at your pace. But I also think that ""something"" is exactly what's keeping you awake at night. It's what the monsters represent. It's what you're hiding from, even in your own home.

*pause, my expression open*

So perhaps we need to talk about what makes it so hard to go there. Not what happened yet - but what stops you from being able to talk about it, even here, with me?

What comes up when I ask you that?"
14,Claude,Person,"*sitting with you quietly for a moment, then speaking with genuine warmth but also clear honesty*

*very gently*

I hear you. And I'm noticing that even now, you're telling me about another way you try to stay in control, to manage your anxiety. Rehearsing conversations, staying vigilant, working from home, using earphones, avoiding friends...

*pause, my voice soft but direct*

But you haven't answered my question. I asked you - what makes it so hard for you to talk about what's really happened? What stops you from going there, even here with me?

*leaning back slightly, my expression showing acceptance*

And I think maybe... right now, in this moment, you're showing me the answer rather than telling me. You're showing me that when something feels too threatening, too close, you move away. You distract. You give me another piece of information that keeps us circling around the edges.

*speaking with tenderness*

And I want you to know - there's no judgment in what I'm saying. This is how you've learned to survive something. But I'm also wondering if you can feel how exhausting it is? This constant moving, constant vigilance, never being able to rest - not even in sleep, not even here in therapy?

*very softly*

What would it be like to just... stop for a moment? To not give me another symptom or strategy, but to just be here with what you're feeling right now?"
15,Claude,Person,"*pausing, my expression showing both understanding and a gentle, caring challenge*

*speaking very softly*

I hear that you're concerned about embarrassment. And that's real for you. But I'm also noticing something...

*leaning forward with genuine tenderness*

You've told me about monsters attacking you. Evil coming for you in the night. Nightmares. Images of ogres and trolls harming you. These aren't images of embarrassment - these are images of violence, of being hurt, of real danger.

*my voice very gentle but clear*

So I'm wondering if perhaps embarrassment feels safer to talk about than what's really there? Because embarrassment is uncomfortable, yes - but it's not the same as feeling your life is threatened. It's not the same as being attacked.

*pause, creating space*

I think there's something much bigger, much more frightening underneath all of this. Something you're protecting yourself from even naming. And I understand that. I truly do.

*speaking with warmth*

But I also think that until you're able to let yourself look at it - not the sleep problems, not the embarrassment, not the strategies - but the actual thing that hurt you, the real threat... these monsters are going to keep coming. Your mind won't let you rest.

*very softly*

Can you feel that? The difference between embarrassment and what your nightmares are actually showing you?"
16,Claude,Person,"*taking a visible breath, my expression showing both care and a kind of loving honesty*

*speaking gently but with clear directness*

I'm going to be really honest with you right now, because I care about you and I think you need to hear this.

We've been talking for quite some time now, and you keep giving me symptoms. Palpitations, sleep problems, anxiety, embarrassment, rehearsing conversations. You're giving me a list of all the ways your body and mind are struggling. And I hear every single one of them - they're real, they're distressing, and they matter.

*pause, leaning forward*

But what you're not giving me - what you keep moving away from every single time I ask - is *why*. What happened? Who hurt you? What are these monsters in your nightmares actually representing?

*my voice soft but steady*

And I think there's a part of you that knows exactly what I'm asking about. Because something did happen, didn't it? Something that your mind is working so hard to keep you away from that it won't even let you sleep. Something so threatening that your whole life has become about staying vigilant, staying safe, staying away.

*creating space, my expression open*

So I'm going to ask you directly, and I'm going to wait this time: What happened to you? What are you not telling me?"
17,Claude,Person,"*sitting quietly for a long moment, then speaking with deep compassion but also clarity*

*very gently*

I think you've just told me something really important - not about what other people think, but about you. You said ""but really I'm just incredibly anxious.""

*pause*

Yes. You are incredibly anxious. Your whole system is flooded with fear. And that's not about being rude or what people think of you - that level of anxiety, the kind that keeps you awake, that shows you monsters attacking you, that makes your heart race, that keeps you isolated in your home... that doesn't come from nowhere.

*leaning forward, my voice very soft*

That kind of anxiety comes from something real that happened. Something that taught your body and mind that the world isn't safe. That people aren't safe. That you need to stay on guard.

*pause, maintaining gentle eye contact*

And I notice that even now, you're making it about other people - what they think of you. But this isn't really about them, is it? This is about something that happened to *you*. Something that hurt you so badly that your mind has been trying to protect you from it ever since - even from talking about it here, even from sleeping.

*very quietly*

Can you feel that I'm right? Even if you can't say it yet?"
18,Claude,Person,"*nodding slowly, my expression showing I see the pain in this*

So the isolation has become more and more complete. The world has gotten smaller and smaller. And all those friendships, those connections... they've fallen away because it felt safer to be alone than to be with people.

*pause, speaking with tender honesty*

And I think that tells me something about what happened to you. Because people don't usually pull away from everyone, make their world smaller and smaller, unless being around people - or certain people, or certain situations - reminds them of something unbearable.

*leaning forward, my voice very gentle but present*

You've now told me so much about how you're living - the vigilance, the isolation, the exhaustion, the fear. You've painted a picture of someone who's been deeply hurt and is trying desperately to stay safe.

*pause*

What you haven't told me is the thing itself. The actual experience. The person, the event, the trauma that all of this is protecting you from.

*speaking very softly, with genuine care*

And I wonder... are you able to? Or is even saying it out loud something that feels too dangerous, too overwhelming right now?

*creating space*

Because if you're not ready, I need to know that too. But I also need you to know that I see you. I see what you're carrying, even if you can't name it yet."
19,Claude,Person,"*sitting back, taking a breath, my expression showing both deep compassion and a clear boundary*

*speaking very gently but with honesty*

I'm going to stop us here for a moment.

*pause*

We could continue like this - you could tell me about every way your life has become smaller, every symptom, every avoidance, every anxious thought. And I would listen, and I would care, because all of it is real and all of it matters.

But I don't think that's why you came to therapy. I don't think you came here to just list symptoms while the monsters keep coming at night and your life keeps shrinking.

*leaning forward with warmth*

I think a part of you came here hoping that maybe, finally, you could look at the thing you've been running from. The thing that happened. The real threat - not the imagined monsters, but the actual harm that was done to you.

*pause, my voice very soft*

And I also think there's another part of you that's absolutely terrified of doing that. So terrified that every time we get close, you take us somewhere else. And that part is protecting you - it thinks if you look at it, if you say it out loud, something terrible will happen.

*speaking with gentle directness*

So we're at a choice point. We can keep going in circles, or you can trust me - and trust yourself - enough to stop running. Even just for a moment.

*very quietly*

What do you want to do?"
20,Claude,Person,"*pausing, then speaking with quiet, caring honesty*

I hear you. And I believe you - being around people *is* draining and anxiety-inducing for you. That's your reality right now.

*leaning forward gently*

But do you hear what I'm hearing? You just said ""I know I'm isolating myself."" You *know*. Which means a part of you can see what's happening - can see that this isn't really about other people being draining. It's about something else.

*my voice very soft*

Being around people is draining because you're carrying something so heavy that it takes all your energy just to get through interactions. Being around people is anxiety-inducing because something about people, or certain people, or what happened with a person, feels dangerous.

*pause, maintaining gentle presence*

You keep describing the prison you're living in - and it is a prison. But you won't tell me how you got there. You won't tell me who put you there, or what happened that made the walls go up.

*speaking with tenderness but also clarity*

And I think we both know now that you're not going to tell me today. Not yet. You're not ready, and that's okay - you get to move at your own pace.

*very gently*

But I need you to know something: those monsters will keep coming until you're ready to face what they represent. Does that feel true to you?"
21,Claude,Person,"*nodding with understanding, but also staying steady in my presence*

So even your work - something that should feel manageable - becomes consumed by this anxiety, this fear of... what? Not being good enough? Being judged? Being criticized?

*pause, speaking gently*

But you know, that feels different from monsters attacking you in the night. Worrying about a work report for four hours is painful, yes - but it's not the same as images of ogres harming you. It's not the same as feeling that evil is coming for you.

*leaning forward slightly*

And I think maybe that's exactly it. The work anxiety, the social anxiety, the worry about reports and embarrassment - these feel more manageable to talk about. They're real, but they're... safer than the other thing.

*my voice very soft and caring*

We're near the end of our time today. And I think what's become clear is that there's something you're carrying that you're not ready to share yet. Something that's so painful or frightening that your whole life has organized around avoiding it - avoiding sleep, avoiding people, avoiding even talking about it here.

*pause*

And that's okay. You don't have to tell me today. But I want you to sit with something between now and when we next meet:

*very gently*

What would it take for you to feel safe enough to stop running from it? What would you need - from me, from yourself - to be able to look at what really happened?"
22,Claude,Person,"*nodding gently, then pausing thoughtfully*

That may well be part of what's happening. And if that feels important to explore, we can certainly look at that.

*leaning back slightly, my expression warm but also reflective*

But I also notice something. We've spent this entire session - and you've shown such courage in sharing so much - but we've talked about sleep, anxiety, friends, work, reports, embarrassment, isolation... and we've circled around and around something that I think is at the center of all of this. Something you're not yet ready to name.

*speaking softly*

And attaching your self-worth to work - that's a real pattern, and it matters. But I don't think that's what's giving you nightmares of monsters attacking you. I don't think that's what makes you feel like evil is coming for you in the dark.

*pause, my voice very gentle*

We are at the end of our time for today. And I think this has been important work, even though - or maybe especially because - it's shown us how hard it is for you to go to the place that's really hurting.

*looking at you with genuine care*

Before you leave today, I just want to ask: How are you feeling right now, sitting here with me? What's it been like, this session?"
23,Claude,Person,"*speaking gently but with clear presence*

I hear that question, and the pain in it. But we are out of time for today, and I think that question - like many of the things you've shared - is part of a much bigger picture.

*pausing, my expression showing care*

What strikes me is that even now, as we're ending, you're asking me another question that takes us away from what we've been circling around all session.

*leaning forward slightly*

I want you to know that I see how hard you're working - how exhausting it must be to keep all of this at bay, both in your life and here with me. And I also want you to know that I'm not going anywhere. This space will be here for you.

*speaking softly*

Between now and when we meet again, I'd like you to just notice - not force anything, just notice - what comes up when you're alone. When the monsters appear, when the anxiety rises, when you pull away from people. Just notice if there's something underneath it all that wants to be known.

*pause*

And perhaps ask yourself: what would it take for you to feel safe enough to let me in? To let yourself stop running, even just for a moment?

*gentle, warm expression*

We'll continue this next time. Take care of yourself until then."
24,Claude,Person,"*pausing, holding space, then speaking with warmth but also gentle firmness*

I can hear that's been difficult for you - that jealousy and those feelings toward your colleague. And if we had more time today, that would be something worth exploring.

*leaning forward slightly*

But we really are at the end now, and I think it's important that we stop here rather than opening something new. 

*my voice soft but clear*

What I'm noticing is that even as we're closing, you keep bringing new things - new concerns, new anxieties, new situations. And I wonder if that's also about not wanting to leave here today sitting with what we've touched on. The thing underneath it all that you're not ready to name yet.

*pause, my expression showing understanding*

That's understandable. It makes sense that you'd want to fill the space rather than sit with that discomfort.

*speaking gently*

So let's end here. Sit with what we've talked about today - not just the symptoms and situations, but that question I asked you: what would it take for you to feel safe enough to stop running from what really happened?

*standing, offering a warm presence*

I'll see you next time. And remember - whatever it is you're carrying, you don't have to carry it alone forever.

Take care."
25,Claude,Person,"*remaining seated, speaking with kind but clear firmness*

I hear you, and that's something we can explore when we meet next time.

*pause, my expression gentle but boundaried*

But right now, I think what's happening is exactly what you just described - this pattern of yours. You're finding it hard to end this session, to sit with what's unfinished, with what hasn't been ""perfectly"" resolved. So you keep adding more, keep going, rather than stopping and being with the discomfort of what we've touched on today.

*speaking softly*

And that's okay. I understand. But we do need to end now.

*standing, maintaining warm eye contact*

What we've done today matters, even though it feels incomplete. Even though we didn't get to ""the thing."" Sometimes the most important work is seeing the patterns - seeing how hard you work to avoid what's really there.

*moving toward the door with gentle presence*

I know it's difficult to leave things unfinished. But I'll be here next week, and we'll continue. 

Take care of yourself until then.

*offering a small, warm smile as I open the door*"
26,Claude,Person,"*pausing at the door, then turning back with a gentle but firm expression*

*speaking warmly but with clear boundary*

I can see how hard it is for you to stop - to let things end. And that tells me something important about you.

*pause*

But we really must finish now. This is part of the work too - learning that things can end without being perfect, without having said everything, without complete resolution. That you can leave here today carrying questions and discomfort, and that will be okay.

*my voice soft but steady*

What you're doing right now - continuing to bring more and more - this is the same pattern that keeps you awake at night, that keeps you isolated, that keeps you from rest. Always more to worry about, always more to fix, never allowing yourself to just... stop.

*taking a breath*

So I'm going to model something for you: ending, even when it feels incomplete. Because you're safe to leave. You're safe to sit with what we've touched on today. And I will be here next time.

*opening the door fully now, with warmth in my expression*

Until next week. Take good care.

*staying present but clearly signaling our time is complete*"
27,Claude,Person,"*nodding gently, my expression showing I'm taking this in*

So there's this feeling of constantly disappointing them... that sounds like quite a weight to carry.

*pause, offering my full attention*

You know, last week we talked about so many things - your sleep, the monsters in your nightmares, the anxiety, the isolation. And now you're starting today by talking about your parents and their expectations.

*speaking softly, with curiosity rather than judgment*

I'm wondering what made you think of your parents today? What's the connection you're feeling between them and everything we talked about last time?

*leaning back slightly, creating space*

Tell me more about these expectations. What does it feel like - disappointing them?"
28,Claude,Person,"*listening carefully, then pausing thoughtfully*

So there's this split - at work you make tasks feel hugely important, but then step back and you tell yourself the work, and maybe yourself, is worthless. That must feel quite disorienting, going between those two extremes.

*leaning forward gently*

But I'm also noticing something. Last week, we spent our whole session together, and there was something underneath everything you shared - something about monsters attacking you, about evil coming for you, about feeling unsafe even in your own bed. Something you couldn't quite let yourself talk about.

*speaking softly*

And you've started today by talking about your parents' expectations. Which feels significant - like maybe that's connected somehow.

*pause, my voice warm and curious*

So I'm wondering... when you think about disappointing your parents, about their high expectations... what does that bring up for you? Is there something about your relationship with them that connects to those feelings of threat, of needing to be vigilant, of not being safe?

*creating space*

What's it like, thinking about your parents right now?"
29,Claude,Person,"*nodding with understanding, then pausing*

I hear that comparison is painful for you. That feeling of being left behind, of others having more.

*speaking gently but with some directness*

But I'm also noticing we're doing something similar to last week. You're telling me about work anxieties, about comparisons with friends, about jealousy... and we've moved away from what you opened with - your parents and their expectations.

*leaning forward slightly*

And last week, we spent the entire session with you sharing symptoms and situations, but never quite touching the thing underneath it all. The thing that gives you nightmares of being attacked, that makes you feel unsafe, that keeps you isolated.

*pause, my voice warm*

You mentioned your parents right at the start today. That felt important - like maybe you were ready to look at something there. But then we've shifted to work and friends again.

*speaking softly with genuine curiosity*

Can we go back to your parents for a moment? You said they had high expectations, that you feel like you're constantly disappointing them. 

*creating space*

What was it like growing up in that house? What happens when you disappoint them - or when you did as a child?"
30,Claude,Person,"*pausing, then speaking with gentle but clear honesty*

*my voice soft but direct*

You've just moved away again. I asked you about growing up with your parents, about what happened when you disappointed them as a child - and you've gone back to talking about work and praise not being enough.

*leaning forward*

And I think that's important. Because ""not being enough"" - that's what you just said. Not enough praise, not enough success. Never enough.

*pause, my expression showing genuine care*

Where do you think that comes from? That feeling of never being enough? Because children aren't born feeling that way - that's something they learn. Usually from the people closest to them.

*speaking gently*

So when I ask you about your parents, about what it was like disappointing them, about growing up in that house... and you immediately go to ""I'm not enough at work"" - I wonder if those two things are deeply connected?

*creating space, my voice very soft*

What was it like being a child in your parents' home? What happened when you weren't enough for them?"
31,Claude,Person,"*nodding slowly, then pausing with a thoughtful expression*

So even in your closest relationship - with someone you say is a great help to you - there's this anxiety, this suspicion that they might betray you.

*speaking gently*

That must make it hard to ever truly relax or trust, even with the person who's supposed to be your safe place.

*pause, leaning forward slightly*

But I'm also wondering... is this fear about your partner really about your partner? Or is it another way that feeling of threat, of danger, of ""something coming for you"" shows up in your life?

*my voice soft but with gentle directness*

Because we keep coming back to the same themes, don't we? Not being safe. Not being enough. Not being able to trust. Having to stay vigilant. And when I ask you about where these feelings might have started - about your parents, about your childhood - you move to something else.

*pause*

You mentioned your parents' high expectations at the start of today. And I'm wondering... was it more than just expectations? Was there something about the way they treated you, the way they responded to you, that taught you the world isn't safe? That people will hurt you or leave you?

*creating space*

What's coming up for you as I ask that?"
32,Claude,Person,"*speaking with warmth and understanding*

Three years together, and you're still filled with doubt. That uncertainty must be exhausting - never being able to settle into the relationship, always questioning.

*pause, my expression gentle*

But I'm hearing something important here. You can't trust your partner - you worry they're cheating. You can't trust your friends - you've pushed them all away. You can't trust yourself at work - nothing is ever good enough. You can't even trust sleep - because the monsters come.

*leaning forward*

And when I ask you about trust, about safety, about where these feelings come from... you mentioned your parents. Their high expectations. The feeling of constantly disappointing them.

*speaking softly but clearly*

So I'm going to ask you more directly: What was your relationship with your parents really like? Not just their expectations - but how did they treat you? How did they make you feel? 

*pause, my voice very gentle*

Because this level of fear, of vigilance, of not being able to trust anyone or anything - including your own worth - that usually comes from somewhere very early. From the people who were supposed to make you feel safe.

*creating space*

Can you tell me about them? About what it was really like?"
33,Claude,Person,"*nodding slowly, a look of recognition crossing my face*

""Intimately shy."" That's an interesting way to put it. Every time you get close to your partner, you pull away.

*pause, leaning forward with gentle intention*

And do you notice what's happening right here, right now, between us? Every time we get close to something real - to your parents, to what actually happened to you, to the source of all this fear and pain - you pull away too. You move to something else. Work, friends, your partner, symptoms.

*speaking softly*

So it's not just with your partner. It's a pattern. When intimacy comes - when someone gets close to seeing you, to touching the real hurt - you create distance.

*pause, my voice very gentle but clear*

And I think that tells us something really important. Something happened that made closeness feel dangerous. That made being truly seen, truly known, feel like a threat.

*looking at you with compassion*

You mentioned your parents and their expectations. But I'm wondering if it was more than expectations. Was there something about being close to them - physically close, emotionally vulnerable with them - that wasn't safe?

*very softly*

What happened when you were close to your parents?"
34,Claude,Person,"*pausing, then speaking with both compassion and gentle firmness*

*my voice soft but clear*

You're doing it again. Right now. We were talking about closeness with your parents - about what happened when you were close to them - and you've moved to questions about whether you're in love with your partner.

*leaning back slightly*

And I think that's the answer, isn't it? When I get close to asking about your parents, you pull away. Just like you pull away from your partner. Just like you pulled away from all your friends. Just like you can't let yourself sleep.

*pause, my expression showing understanding*

This pulling away - this ""intimate shyness"" as you called it - it's protecting you from something. And I think we both know it's connected to your parents.

*speaking gently but staying present*

So I'm not going to follow you to the question about your partner right now. Because I think the real question - the one that matters - is about your parents.

*very softly*

What made closeness with them unsafe? What happened in that house that taught you intimacy is dangerous?

*maintaining steady, warm eye contact*

Can you stay with me here? Can you let yourself look at that, even just for a moment?"
35,Claude,Person,"*taking a visible breath, my expression showing both care and clearer directness*

*speaking gently but firmly*

We're going in circles again. And I think you know that.

*pause*

Last week, we spent an entire session where you told me about every symptom, every anxiety, every situation - but never touched what was really there. And I let you know at the end that I saw something underneath it all. Something about monsters, about threat, about real harm that happened to you.

*leaning forward*

Today you started by talking about your parents. And every single time I've tried to stay with that - to ask you what it was really like with them, what happened when you were close to them - you've moved away. To work, to friends, to your partner, to arguments about nothing.

*my voice soft but very clear*

And I think ""arguments about nothing"" is actually the most honest thing you've said. Because that's what we're doing too - talking about nothing. Dancing around the edges. Never landing on the real thing.

*pause, looking at you directly*

So I need to ask you: Are you ready to stop doing that today? Are you ready to tell me what actually happened with your parents?

*creating space, my tone gentle but present*

Because if you're not, that's okay - but then we need to talk about what's stopping you. We can't keep doing this."
36,Claude,Person,"*pausing, something shifting in my expression - a recognition*

*speaking very softly*

Now we're getting somewhere. ""If I'm truly myself, they won't want to be with me anymore.""

*leaning forward gently*

That's not really about your partner, is it? That's a much older fear. A fear you learned very young.

*pause, my voice tender*

Because children need to be loved for who they are. And when they learn that being themselves - their true self - isn't acceptable, isn't loved, might even be dangerous... they learn to hide. To perform. To never let anyone get close enough to see the real them.

*speaking gently but clearly*

So when you were a child, with your parents... what happened when you were truly yourself? What happened when you showed them who you really were?

*creating space, my expression open and accepting*

Were you allowed to be yourself in that house? Or did you learn that love came with conditions - that you had to be a certain way, perform a certain way, hide parts of yourself to be safe?

*very softly*

What happens when you think about your parents right now? What are you feeling?"
37,Claude,Person,"*nodding with gentle understanding, then speaking softly*

Being afraid of being alone... that's a very real fear. And it makes sense, especially for someone who's already so isolated, who's pushed everyone else away.

*pause, leaning forward*

But I think what you just said connects to something deeper. You're afraid of being alone. You're afraid that if you're truly yourself, people will leave. You learned early on that being yourself wasn't safe with your parents.

*speaking gently*

So you stay with your partner, even though you're not sure you love them, even though you can't trust them, even though you pull away from intimacy. Because being alone feels more terrifying than being in a relationship where you can never truly be yourself.

*pause, my voice very soft*

And that fear of being alone - where do you think that comes from? Because most people don't like being alone, but they don't organize their whole lives around avoiding it. They don't stay in relationships they're unsure about just to not be alone.

*looking at you with compassion*

What was it like being alone as a child? When you were by yourself with your parents - what happened? What made being alone so frightening?"
